Location,Burrito,Date,Neighborhood,Address,URL,Yelp,Google,Chips,Cost,Hunger,Mass (g),Density (g/mL),Length,Circum,Volume,Tortilla,Temp,Meat,Fillings,Meat:filling,Uniformity,Salsa,Synergy,Wrap,overall,Rec,Reviewer,Notes,Unreliable,NonSD,Beef,Pico,Guac,Cheese,Fries,Sour cream,Pork,Chicken,Shrimp,Fish,Rice,Beans,Lettuce,Tomato,Bell peper,Carrots,Cabbage,Sauce,Salsa.1,Cilantro,Onion,Taquito,Pineapple,Ham,Chile relleno,Nopales,Lobster,Queso,Egg,Mushroom,Bacon,Sushi,Avocado,Corn,Zucchini,Lat,Lng
Valentines Mexican Food,California ,10/1/2016,Downtown,1157 Sixth Ave,https://www.yelp.com/biz/valentines-mexican-food-san-diego-6,4.0,4.0,X,7.9,4.0,,,20.0,22.0,0.77,4.0,4.0,4.0,4.0,4.5,4.0,4.0,4.0,2.5,4.2,Yes,Scott,Best horchata. Fries are great. Chips are really good,,,x,x,x,x,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.7174996,-117.1591189
Valentines Mexican Food,California Chipotle,10/1/2016,,,,,,,7.9,3.0,,,18.5,22.0,0.71,4.0,4.0,3.5,4.5,4.0,3.5,2.5,4.0,1.5,4.0,Yes,Emily,"Chips really good, really good but a little bit spicy chipotle. Very good horchata",,,x,x,x,x,x,,,,,,,,,,,,,x,,,,,,,,,,,,,,,,,,32.7174996,-117.1591189
Matador Mexican Food,Carnitas,10/2/2016,Morena,5201 Linda Vista Rd,https://www.yelp.com/biz/matador-mexican-grill-san-diego-2,4.5,4.0,X,6.6,3.2,,,,,,1.4,3.7,3.0,3.2,4.8,2.4,3.0,2.9,3.0,3.0,No,Scott,,,,,X,X,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.7653159,-117.1963665
Matador Mexican Food,Carne asada,10/2/2016,,,,,,,6.6,4.0,,,,,,4.0,3.5,3.5,3.5,4.0,3.0,3.5,3.5,4.5,3.0,,Brent,Salsa too spicy,,,X,X,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.7653159,-117.1963665
Jose's Taco,California,10/5/2016,Oceanside,3910 Vista Way,https://www.yelp.com/biz/joses-taco-oceanside,4.0,3.8,,6.1,4.0,,,22.0,22.0,0.85,3.5,3.5,2.0,3.5,4.5,3.5,3.0,3.5,4.0,3.3,No,Scott ,,,,X,,X,X,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.184526,-117.2934667
Cortez Mexican Food,California ,10/7/2016,Bonsall,5517 Mission Rd,https://www.yelp.com/biz/cortez-mexican-food-bonsall,4.2,4.0,,6.25,4.0,,,22.5,18.0,0.58,3.5,4.0,2.5,3.0,1.5,2.5,2.5,2.8,5.0,3.2,No,Scott ,,,,X,X,X,X,X,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.290914,-117.2259519
California Burrito Company,Dave's California,10/12/2016,Miramar,6912 Miramar Rd,https://www.yelp.com/biz/california-burrito-company-san-diego-2,3.5,4.4,,6.5,4.0,,,19.5,21.0,0.68,3.0,2.5,2.5,3.0,4.0,3.5,2.5,3.0,5.0,3.3,No,Scott,The burrito looked beautiful when it came out. Chicken didn't add anything. would probably get the regular,,,x,,,x,x,x,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.8788215,-117.1668915
California Burrito Company,California,10/12/2016,,,,,,,5.5,4.0,,,20.0,20.0,0.64,3.5,5.0,3.0,3.0,3.5,3.5,2.0,4.0,5.0,3.5,Yes,Devleena,,,,x,,,x,x,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.8788215,-117.1668915
California Burrito Company,California,10/12/2016,,,,,,,5.5,2.0,,,20.0,23.0,0.84,3.0,5.0,3.0,4.0,2.0,2.0,2.0,4.5,4.0,3.5,Yes,Sankha G,,,,x,,,x,x,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.8788215,-117.1668915
Taco Villa,Chicken and rice,10/12/2016,,,,,,,4.95,3.0,,,,,,3.5,5.0,4.0,4.0,3.78,5.0,,4.7,5.0,4.2,yes,Sage,chicken and rice burrito. simple and delicious. ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.8788215,-117.1668915
Taco Villa,California ,10/17/2016,,,,,,,6.99,3.5,,,19.0,20.0,0.6,3.0,3.0,3.0,3.0,3.7,3.5,3.8,3.0,5.0,3.5,Yes,Scott,Pretty decent,,,X,,,X,X,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.8788215,-117.1668915
Storehouse Kitchen ,Breakfast,10/17/2016,La  Jolla village,,,,,,,3.5,,,,,,4.0,5.0,4.5,4.2,4.7,4.4,4.0,4.9,5.0,4.6,yes ,Sage,one if the best breakfast burritos I've ever had,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.8788215,-117.1668915
California Burrito Company,Fajitas ,10/18/2016,,,,,,,6.5,3.0,,,18.5,20.5,0.62,3.0,4.5,3.5,1.5,1.5,2.0,3.2,2.0,4.5,2.2,No,Scott,Peppers not cooked enough,,,X,,,X,,,,,,,,,,,X,,,,,,X,,,,,,,,,,,,,,,32.8788215,-117.1668915
California Burrito Company,California ,10/18/2016,,,,,,,5.5,3.0,,,17.0,22.0,0.65,3.0,4.0,4.5,3.0,2.0,4.0,4.5,3.5,4.5,3.5,No,Ricardo,Very plain burrito,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.8788215,-117.1668915
Taco Villa,Breakfast,10/18/2016,,,,,,,4.99,4.0,,,,,,4.5,5.0,3.0,3.0,3.0,2.5,0.0,2.5,5.0,3.0,yes,Sage,pretty standard breakfast burrito. eggs and cheese. great tortilla! morning protein!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.8788215,-117.1668915
California Burritos,California Everything,10/17/2016,,,,,,,6.95,4.0,,,22.0,23.0,0.93,4.0,2.0,4.0,3.0,4.0,5.0,3.0,3.0,4.0,4.0,yes,Elynn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.8788215,-117.1668915
California Burritos,Surf & Turf,10/17/2016,,,,,,,7.0,4.0,,,22.5,21.0,0.79,3.0,3.0,3.5,4.0,4.0,3.0,3.0,4.0,3.5,5.0,,Hannah,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.8788215,-117.1668915
Taco Villa,Carnitas,10/27/2016,,,,,,,5.95,3.0,,,18.0,20.0,0.57,4.0,3.0,4.0,3.0,4.0,2.0,3.5,3.0,5.0,3.9,Yes,Scott,,,,,x,x,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.8788215,-117.1668915
Taco Villa,Tejano,10/27/2016,,,,,,,6.99,3.5,,,19.0,21.0,0.67,2.0,5.0,4.2,3.0,4.7,5.0,3.7,4.2,5.0,4.0,Yes,Sage,,,,,,,x,x,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.8788215,-117.1668915
Taco Villa,Al pastor,10/27/2016,,,,,,,,4.5,,,,,,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,Yes,Marc,,,,,x,,,,,x,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,32.8788215,-117.1668915
Taco Villa,Shrimp with guac,10/27/2016,,,,,,,,2.0,,,,,,2.0,4.0,3.0,4.0,4.0,4.0,3.0,4.0,4.0,3.0,Yes,Jeremy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.8788215,-117.1668915
Taco Villa,Bean & cheese,10/27/2016,,,,,,,,3.0,,,,,,5.0,5.0,,3.0,2.0,2.0,,1.0,5.0,2.0,No,Shijia,,,,,,,x,,,,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,32.8788215,-117.1668915
Taco Stand Encinitas,California ,10/29/2016,Encinitas ,642 S Coast Hwy 101,https://www.yelp.com/biz/the-taco-stand-encinitas,4.0,4.4,,7.49,4.0,,,17.5,23.5,0.77,2.0,3.5,4.2,4.3,4.0,2.2,4.5,4.0,2.2,4.2,Yes,Scott,Much better than the first time we tried this location ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.0440809,-117.293903
Taco Stand Encinitas,California ,10/29/2016,,,,,,,7.49,2.0,,,18.5,22.0,0.71,3.8,3.8,4.0,4.2,3.75,4.0,4.75,4.4,3.8,4.2,Yes,Emily,Possibly favorite green salsa so far,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.0440809,-117.293903
Donato's Taco Shop,Al pastor ,11/1/2016,,,,,,,5.99,4.0,,,19.5,21.5,0.72,3.0,4.5,3.7,2.8,5.0,4.5,3.0,2.3,4.5,3.0,No,Scott,,,,,X,X,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.0440809,-117.293903
Donato's Taco Shop,Carne asada,11/1/2016,,,,,,,5.99,2.0,,,21.0,23.5,0.92,2.0,4.0,4.5,4.0,4.0,3.0,4.0,4.0,2.0,4.0,Yes,Elynn,,,,X,X,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.0440809,-117.293903
Ortiz's Taco Shop #2,California,11/2/2016,Pacific Beach,1313 Garnet Ave,https://www.yelp.com/biz/ortizs-taco-shop-san-diego-2,4.0,4.2,,6.39,4.0,,,20.0,21.0,0.7,4.0,4.0,4.0,4.0,4.5,4.5,4.2,4.5,4.5,4.25,Yes,Scott,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.7983334,-117.2458182
Ortiz's Taco Shop #2,California chicken,11/2/2016,,,,,,,6.39,4.25,,,22.0,22.0,0.85,2.0,4.0,3.7,2.0,4.0,4.5,4.5,2.7,5.0,2.66,No,Sage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.7983334,-117.2458182
Ortiz's Taco Shop #2,California,11/2/2016,,,,,,,6.39,4.5,,,22.5,20.5,0.75,3.0,4.4,4.0,4.0,4.5,4.2,4.3,4.0,5.0,4.2,Yes,Shijia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.7983334,-117.2458182
Ortiz's Taco Shop #2,California,11/2/2016,,,,,,,6.39,4.75,,,20.5,20.5,0.69,2.0,,3.5,3.0,5.0,4.0,2.0,3.5,3.5,3.5,Yes,Jeremy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.7983334,-117.2458182
El Portal Fresh Mexican Grill,Mahi,11/6/2016,Clairemont,4101 Genesee Ave,https://www.yelp.com/biz/el-portal-fresh-mexican-grill-san-diego,4.0,4.4,X,7.35,2.3,,,19.5,23.5,0.86,4.0,4.0,3.5,2.0,1.5,2.0,2.0,3.0,1.2,3.1,No,Scott,,,,,,X,,,,,,,X,,,,X,,,X,,,,,,,,,,,,,,,,,,,32.8175541,-117.1806305
El Portal Fresh Mexican Grill,Carnitas,11/6/2016,,,,,,,6.7,3.75,,,18.0,22.5,0.73,3.5,4.0,4.0,3.0,3.75,4.0,3.0,3.5,4.5,3.75,Yes,Emily,,,,,X,X,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.8175541,-117.1806305
El Zarape,California,11/8/2016,,,,,,,6.25,4.0,,,17.0,19.5,0.51,2.5,4.0,3.75,4.0,3.75,5.0,4.0,4.0,5.0,3.9,Yes,Scott,,,,x,x,x,x,x,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.8175541,-117.1806305
El Zarape,California,11/8/2016,,,,,,,6.25,4.0,,,17.0,22.0,0.65,3.0,,4.0,4.0,4.0,4.0,2.0,3.0,5.0,4.0,Yes,Ant,,,,x,x,x,x,x,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.8175541,-117.1806305
El Zarape,California,11/8/2016,,,,,,,6.25,3.0,,,,,,4.0,4.0,2.0,2.0,4.0,3.0,3.0,3.0,5.0,3.0,No,Erik,,,,x,x,x,x,x,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.8175541,-117.1806305
El Zarape,Carne asada supreme,11/8/2016,,,,,,,6.25,4.0,,,18.0,21.0,0.63,4.0,4.0,,3.5,3.5,4.0,4.0,4.0,4.0,4.0,Yes,Tom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.8175541,-117.1806305
Famoso Mexican Street Food,Cali Diablo,11/14/2016,Downtown,815 C St,https://www.yelp.com/biz/famoso-mexican-street-food-san-diego-20,4.5,3.9,,10.5,3.0,,,20.0,27.0,1.16,2.0,2.5,3.3,3.5,1.5,4.0,2.5,2.5,3.0,3.1,No,Scott,Big roach on the floor while eating. Good prep took quite a long time. Cut in half!,,,X,X,X,X,X,X,,,X,,,,,,,,,X,,,,,,,,,,,,,,,,,,32.7166296,-117.1571556
Valentines Mexican Food,Carne asada,11/16/2016,,,,,,,6.75,3.0,,,18.0,21.5,0.66,4.5,4.7,4.5,3.5,4.0,4.5,4.5,3.5,5.0,4.2,Yes,Scott,,,,x,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.7166296,-117.1571556
Valentines Mexican Food,Pork california,11/16/2016,,,,,,,7.9,4.0,,,19.0,22.0,0.73,5.0,5.0,4.0,5.0,5.0,3.0,4.0,5.0,3.0,5.0,Yes,Justin K,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.7166296,-117.1571556
Valentines Mexican Food,California,11/16/2016,,,,,,,7.9,4.0,,,20.0,22.0,0.77,3.0,5.0,5.0,4.0,5.0,4.0,3.0,5.0,2.0,4.5,Yes,Shreejoy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.7166296,-117.1571556
Valentines Mexican Food,California,11/16/2016,,,,,,,7.9,4.0,,,20.0,21.5,0.74,4.0,4.0,3.0,4.0,4.0,4.0,3.0,3.0,4.0,4.0,Yes,@synapticlee,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.7166296,-117.1571556
Valentines Mexican Food,California,11/16/2016,,,,,,,7.9,3.5,,,,,,4.0,3.5,4.7,4.0,4.5,4.5,4.5,4.0,3.5,4.7,Yes,@danjlurie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.7166296,-117.1571556
Cancun Mexican & Seafood,California ,11/17/2016,,,,,,,6.99,4.3,,,,,,4.8,5.0,4.0,4.4,5.0,4.0,4.3,4.3,5.0,4.5,Yes,Scott,Sour cream is surprisingly good. Avocado salsa works very well on the burrito,,,X,,,X,X,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.7166296,-117.1571556
Cancun Mexican & Seafood,California ,11/17/2016,,,,,,,6.99,4.0,,,,,,4.5,4.5,4.0,4.5,4.0,4.0,3.5,4.5,5.0,4.5,Yes,Emily,,,,X,,,X,X,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.7166296,-117.1571556
Los Panchos Taco Shop,California,11/23/2016,Hillcrest,409 Washington St,https://www.yelp.com/biz/los-panchos-san-diego-2,3.0,3.4,x,6.25,3.0,,,18.0,21.5,0.66,3.5,5.0,4.0,3.0,4.0,3.0,3.5,3.5,3.0,3.7,Yes,Scott,,,,x,x,,x,x,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.7496735,-117.1612401
Los Panchos Taco Shop,Bitchin California,11/23/2016,,,,,,,7.25,4.0,,,19.0,24.0,0.87,4.0,4.0,5.0,4.5,4.0,3.5,5.0,4.5,5.0,4.4,Yes,Richard,,,,x,,x,x,x,,,,x,,,,x,x,,,,,,,,,,,,,,,,,,,,,,32.7496735,-117.1612401
Los Panchos Taco Shop,Tijuana,11/23/2016,,,,,,,7.0,3.5,,,19.5,22.0,0.75,4.0,4.0,3.5,4.0,4.0,3.5,4.5,4.0,3.5,3.7,Yes,Tom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.7496735,-117.1612401
Pollos Maria,Combo chicken,11/26/2016,,,,,,,6.99,3.5,,,20.5,22.5,0.83,3.5,2.5,4.0,3.5,3.0,2.5,2.5,4.5,0.5,3.8,Yes,Scott,Started off really great but ended with poor uniformity and wrap integrity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.7496735,-117.1612401
Pollos Maria,Carne asada,11/26/2016,,,,,,,6.49,3.0,,,17.5,17.0,0.4,3.5,4.0,3.0,4.0,3.5,4.0,3.0,4.0,4.5,3.5,No,Emily,Just way too small,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.7496735,-117.1612401
El Pollo Loco,Chicken avocado,11/27/2016,Oceanside,3500 College Blvd,https://www.yelp.com/biz/el-pollo-loco-oceanside-5,3.5,4.1,,5.99,3.5,,,17.5,21.0,0.61,2.0,3.0,3.8,2.5,2.5,3.0,2.5,3.0,2.6,3.2,No,Scott,,,,,,x,,,,,x,,,,,,,,,x,,,x,,,,,,,,,,,,,,,,32.7442939,-117.0546585
Gloria's Taco Shop,California ,12/2/2016,South Park,1233 28th St,https://www.yelp.com/biz/glorias-taco-shop-san-diego,4.0,4.3,,5.65,3.0,,,19.5,22.0,0.75,4.0,1.5,2.0,3.0,4.2,4.0,3.0,2.0,4.5,2.7,No,Scott,Horchata tasted like bubble gum,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.7186247,-117.1336562
Gloria's Taco Shop,Cabeza,12/2/2016,,,,,,,5.49,3.0,,,19.0,20.5,0.64,4.5,5.0,2.0,2.0,2.5,3.5,3.0,2.5,3.0,2.0,No,Richard,Meat is squishy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.7186247,-117.1336562
Mr. Ruribertos Taco Shop ,California,12/10/2016,Mission Beach,3202 Mission Blvd,https://www.yelp.com/biz/ruribertos-taco-shop-san-diego,3.5,3.7,,7.75,4.0,,,20.0,21.0,0.7,3.5,2.5,3.0,3.3,1.4,2.3,2.2,3.3,4.5,2.9,No,Scott,,,,X,X,,X,X,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.7721947,-117.2514332
Mr. Ruribertos Taco Shop ,Carne asada,12/10/2016,,,,,,,7.75,4.0,,,19.5,21.0,0.68,4.0,4.5,2.0,2.0,3.5,3.5,2.0,2.0,4.0,3.0,No,Brent,"Carrots are bad, got better as it went on",,,X,X,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.7721947,-117.2514332
Mister Falafel,Chicken Shawarma,12/15/2016,Clairemont,4461 Clairemont Mesa Blvd,https://www.yelp.com/biz/mister-falafel-san-diego,4.5,4.6,,6.99,3.7,,,24.0,18.5,0.65,3.6,4.0,4.0,3.0,3.8,4.3,,3.8,2.0,3.5,Yes,Scott,Richard recommended this. Like a Mediterranean burrito,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.8340519,-117.1956122
Rigoberto's Taco Shop,California,1/4/2017,,,,,,,6.6,,,,23.0,20.5,0.77,4.0,4.5,4.0,3.5,3.5,5.0,1.5,3.5,4.5,3.7,Yes,Scott,Usually better. Too much enchilada sauce this time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.8340519,-117.1956122
Rigoberto's Taco Shop,Chile Relleno,1/4/2017,,,,,,,6.6,,,,20.5,21.5,0.75,4.0,2.0,,4.0,,4.6,4.2,3.75,5.0,3.9,Yes,Sage,Orange salsa very spicy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.8340519,-117.1956122
Los Tacos,Fusion,1/7/2017,,,,,,,8.5,3.9,,,21.0,21.0,0.74,3.0,4.5,4.1,3.0,3.7,4.0,4.3,4.2,5.0,3.9,Yes,Scott,Fresca and verde salsas are the best,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.8340519,-117.1956122
Los Tacos,Local,1/7/2017,,,,,,,7.9,4.0,,,20.5,21.0,0.72,3.5,4.0,4.0,3.0,4.0,4.5,4.0,3.8,4.8,3.8,Yes,Emily,Pastor is dry,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.8340519,-117.1956122
Taco Villa,Chicken,1/10/2017,,,,,,,4.99,3.5,,,18.5,22.5,0.75,2.5,4.5,3.0,2.5,3.0,3.0,2.0,2.0,4.0,3.0,,Scott,Somehow way better when it was leftover,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.8340519,-117.1956122
Lupe's Taco Shop,Hot cheetos,1/12/2017,Linda Vista,7621 Linda Vista Rd,https://www.yelp.com/biz/lupes-taco-shop-san-diego,3.5,4.5,x,7.29,3.5,,,19.0,21.5,0.7,3.0,2.0,3.5,3.5,3.0,2.5,3.7,3.2,4.2,3.7,,Scott,"Cheese is cold, but guac, salsa, and chips are good",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.8014966,-117.1571964
Lupe's Taco Shop,Surfin California,1/12/2017,,,,,,,7.89,3.0,,,18.5,25.5,0.96,4.0,5.0,4.5,4.0,4.5,3.5,3.0,4.5,2.5,4.25,,Richard,quality ingredients,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.8014966,-117.1571964
Lupe's Taco Shop,California,1/12/2017,,,,,,,7.49,3.7,,,20.0,26.0,1.08,4.0,3.5,3.9,4.0,3.7,2.0,3.5,4.0,4.0,3.9,,Tom,tons of french fries,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.8014966,-117.1571964
Lupe's Taco Shop,Spicy a la Diabla,1/12/2017,,,,,,,7.49,5.0,,,18.0,22.0,0.69,4.0,4.0,4.0,2.0,3.0,0.0,,1.0,2.0,2.0,,Rob L,way too spicy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.8014966,-117.1571964
Los Tacos,Local,1/15/2017,,,,,,,7.9,3.5,,,21.5,23.5,0.94,4.5,5.0,4.0,3.5,4.0,2.8,4.0,4.5,3.7,4.2,,Scott,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.8014966,-117.1571964
Los Tacos,Local,1/15/2017,,,,,,,7.9,2.0,,,19.5,24.0,0.89,4.2,4.0,4.2,3.8,4.0,3.0,3.8,4.5,5.0,4.2,,Emily,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.8014966,-117.1571964
Taco Villa,Pollo asado,1/20/2017,,,,,,,5.99,4.5,,,18.5,21.0,0.65,2.0,4.0,2.5,3.5,4.5,3.0,2.0,1.5,3.4,3.1,,Scott,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.8014966,-117.1571964
Taco Villa,Al pastor,1/20/2017,,,,,,,6.99,3.5,,,18.5,20.5,0.62,2.5,4.5,4.0,4.0,2.0,3.0,3.0,3.0,4.0,3.0,,Ricardo ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.8014966,-117.1571964
Rigoberto's Taco Shop La Jolla,California,2/15/2017,,,,,,,6.85,3.5,,,,,,3.0,2.0,3.5,3.5,4.0,3.0,3.5,3.5,4.5,3.6,,Scott,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.8014966,-117.1571964
Rigoberto's Taco Shop La Jolla,California,2/15/2017,,,,,,,6.85,4.0,,,,,,5.0,5.0,4.5,4.0,5.0,4.0,4.0,5.0,5.0,4.3,,Nihal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.8014966,-117.1571964
Taco Villa,California,2/21/2017,,,,,,,,4.3,,,18.5,21.5,0.68,3.0,3.0,3.5,4.0,3.0,1.5,3.8,4.0,5.0,4.0,,Scott,Salsa much better this time than before,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.8014966,-117.1571964
Cotixan,California,2/23/2017,Clairemont,4370 Genessee Ave,https://www.yelp.com/biz/cotixan-mexican-and-seafood-san-diego,4.0,4.0,,7.19,4.5,,,20.0,24.0,0.92,4.0,2.0,3.0,3.8,3.5,2.0,4.0,4.0,4.0,3.5,,Scott,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.8229419,-117.184444
Los Tacos,Local,2/25/2017,,,,,,,7.9,2.5,,,22.0,22.0,0.85,3.0,4.5,4.3,4.0,3.0,3.1,3.9,4.2,3.0,4.1,,Scott,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.8229419,-117.184444
Los Tacos,Local,2/25/2017,,,,,,,7.9,3.0,,,21.0,24.0,0.96,3.0,3.5,4.5,4.0,4.0,4.0,4.0,4.0,3.5,4.0,,Emily,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.8229419,-117.184444
Los Tacos,Local,2/25/2017,,,,,,,7.9,3.0,,,,,,5.0,5.0,5.0,4.0,5.0,4.0,4.0,5.0,4.0,5.0,,Audrey L,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.8229419,-117.184444
Los Tacos,Local,2/25/2017,,,,,,,7.9,3.0,,,,,,3.5,4.0,4.0,4.0,4.5,3.5,4.0,3.5,4.0,4.0,,Spencer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.8229419,-117.184444
Lourdes,Carnitas,3/3/2017,Encinitas,2113 San Elijo Ave,https://www.yelp.com/biz/lourdes-encinitas-2,4.0,4.7,,7.35,3.5,415.0,0.6916666667,21.0,19.0,0.6,3.5,3.0,3.5,3.0,4.5,4.5,4.0,4.0,5.0,3.75,,Emily,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.0209368,-117.2821532
Lourdes,California,3/3/2017,,,,,,,6.35,3.5,425.0,0.7083333333,19.0,20.0,0.6,4.0,3.0,3.0,3.0,2.5,3.0,3.5,2.8,5.0,3.1,,Scott,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.0209368,-117.2821532
Vallarta Express,California,3/16/2017,,,,,,,7.5,4.0,,,,,,3.0,,4.0,4.0,3.0,5.0,3.0,4.0,5.0,4.1,,Erik,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.0209368,-117.2821532
California burritos,California everything,4/7/2017,,,,,,,6.5,4.5,520.0,0.6265060241,22.5,21.5,0.83,4.5,3.0,3.5,4.5,3.5,4.0,3.5,4.3,4.3,4.1,,Scott,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.0209368,-117.2821532
California burritos,California everything,4/7/2017,,,,,,,6.5,4.0,476.0,0.56,23.0,21.5,0.85,4.0,3.5,4.5,4.0,3.5,4.5,4.0,4.0,4.5,4.0,,Ricardo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.0209368,-117.2821532
California burritos,California everything mini,4/7/2017,,,,,,,4.75,4.0,,,18.0,17.0,0.41,4.0,4.0,4.5,4.3,4.5,4.5,4.8,4.8,5.0,4.5,,Luis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.0209368,-117.2821532
California burritos,Surf & Turf,4/7/2017,,,,,,,6.75,4.0,560.0,0.5656565657,24.5,22.5,0.99,4.0,4.0,4.0,3.5,3.5,3.0,2.0,3.5,3.5,3.5,,Hannah,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.0209368,-117.2821532
California burritos,California everything,4/7/2017,,,,,,,6.5,4.0,,,21.3,23.8,0.96,3.0,3.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0,4.0,,Clark,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.0209368,-117.2821532
